GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
FBgn0023479	3098.55704032873	-1.43344793544806	0.115450180967415	-12.4161601431586	2.13568393997355e-35	1.02643343137284e-32	chr3L	9074642	9092131	+	protein_coding	teq
FBgn0264753	114.967338028304	-2.43091707618645	0.196412549680644	-12.3765873419951	3.49907346594837e-35	1.5931833975747e-32	chr2R	19311147	19356525	-	protein_coding	Rgk1
FBgn0011260	196.142303063605	1.93650452760295	0.157112392262549	12.3256001625058	6.59506320979893e-35	2.85269459139853e-32	chr2R	16500177	16533459	+	protein_coding	Sema2a
FBgn0039419	1812.12278905736	-1.1168435284272	0.0912084866637611	-12.2449518600657	1.78783134155067e-34	7.36501377893089e-32	chr3R	26230247	26234700	+	protein_coding	CG12290
FBgn0262733	371.009528424049	1.82613315136183	0.153884797191331	11.8668847390514	1.75896212993997e-32	6.91671881186847e-30	chr3L	4592446	4626196	-	protein_coding	Src64B
FBgn0261552	6035.53705762537	-1.61734618599597	0.137034410371181	-11.8024821766672	3.78965379005217e-32	1.42540412772788e-29	chr3R	9417939	9455500	+	protein_coding	ps
FBgn0033913	5118.11723962841	-1.12623017296426	0.0969027092917105	-11.6222774491673	3.17556429120162e-31	1.14465861179938e-28	chr2R	14219897	14230620	+	protein_coding	CG8468
FBgn0037754	218.39337298169	-1.96113655450939	0.17009624706836	-11.5295698071529	9.3610300168927e-31	3.23929082704555e-28	chr3R	9784652	9789323	+	protein_coding	CG8500
FBgn0085359	68.0989508465214	-2.60560460463369	0.226819622921395	-11.4875625445188	1.52350034010911e-30	5.06915440087842e-28	chrX	19068274	19068973	-	protein_coding	CG34330
FBgn0024288	58.8431949734756	-2.55128405048545	0.224463183984722	-11.3661581609709	6.16414358726424e-30	1.97503726568233e-27	chr3R	31065252	31083407	+	protein_coding	Sox100B
FBgn0031150	803.838218739031	1.18389374390544	0.105149796828137	11.2591158482262	2.08843460451513e-29	6.45251705845014e-27	chrX	21053962	21082391	+	protein_coding	bves
FBgn0052407	192.857775362934	-1.80911695722024	0.160806335673679	-11.2502840739524	2.30847366026249e-29	6.88641573618303e-27	chr3L	5922054	5923567	+	protein_coding	CG32407
FBgn0051092	155.651206370697	1.88852456873954	0.168968370823863	11.1767933816927	5.29694756184244e-29	1.52746311191663e-26	chr3R	25698726	25740465	-	protein_coding	LpR2
FBgn0051363	7311.06808545643	0.927156624251724	0.083691100752492	11.0783179563344	1.59847277982724e-28	4.46077032847919e-26	chr3R	11590385	11619906	-	protein_coding	Jupiter
FBgn0034010	525.879538634805	-1.33216262578455	0.122718232684914	-10.8554580410634	1.8786255607284e-27	5.07874678933168e-25	chr2R	15325502	15326386	-	protein_coding	CG8157
FBgn0283658	1334.55251816393	-1.08366060779196	0.0999864941748504	-10.838069848683	2.27214191004107e-27	5.95645444356523e-25	chr2L	7426865	7430329	+	protein_coding	muc
FBgn0035147	19507.7643398384	-1.11827059734758	0.105190841345959	-10.6308741620359	2.14096200044467e-26	5.44748890171966e-24	chr3L	648554	651311	+	protein_coding	Gale
FBgn0264437	133.415495049894	2.09110023654029	0.196838886382844	10.6234102161764	2.31930159036227e-26	5.73265087377829e-24	chr2L	8590369	8594489	-	ncRNA	lncRNA:CR43855
FBgn0261673	64.1286595544736	2.2469101373497	0.213566482399057	10.5208931294344	6.92143440982307e-26	1.66325914109387e-23	chr2R	12659496	12670219	-	protein_coding	nemy
FBgn0003748	1082.06931717803	1.03747160376973	0.0990577462206443	10.4734020644769	1.1445416283133e-25	2.67606206122657e-23	chr2R	21074017	21088945	+	protein_coding	Treh
FBgn0001224	583.230032924849	1.34216708732033	0.128414941388692	10.4517984652409	1.43772612623962e-25	3.27309703107868e-23	chr3L	9381881	9382765	+	protein_coding	Hsp23
FBgn0040827	213.809415969489	-1.659632974772	0.159894461243816	-10.3795526240355	3.07211412229545e-25	6.81457930050716e-23	chr3L	9096876	9097494	+	protein_coding	CG13315
FBgn0037468	2974.70678827496	0.909529932150033	0.0879085327550521	10.3463213825254	4.3487517569132e-25	9.40526286226403e-23	chr3R	7074858	7077981	+	protein_coding	CG1943
FBgn0261596	16579.9400664631	-1.04359181625154	0.101500042893564	-10.2816884259436	8.52213923277385e-25	1.79817137811528e-22	chr2R	22640525	22641419	-	protein_coding	RpS24
FBgn0283437	5777.06499152111	1.36812627417321	0.133482935704651	10.249446994486	1.19022536838265e-24	2.45158087187578e-22	chr2R	17887219	17889973	-	protein_coding	PPO1
FBgn0037290	69.6307607595817	2.1222855924692	0.211628008332073	10.0283776670007	1.14380450616554e-23	2.30117506577631e-21	chr3R	4965444	4968485	+	protein_coding	CG1124
FBgn0016715	138.411376147527	-1.83162439606331	0.182685835407843	-10.0260887330112	1.17062244158441e-23	2.3016033504879e-21	chr3L	605164	606569	-	protein_coding	Reg-2
FBgn0039109	456.001011959663	-1.24225032558634	0.124355835061955	-9.98948159503285	1.69465674054309e-23	3.2578834360974e-21	chr3R	23723330	23731499	+	protein_coding	CG10365
FBgn0063649	584.060230873279	-1.14429138723941	0.119492368877424	-9.57627167315793	1.0061141812066e-21	1.89215082209093e-19	chr3R	16154981	16171766	+	protein_coding	CG6006
FBgn0050147	970.712398694494	-0.938934018964642	0.0982053470135879	-9.56092562693891	1.16708157798224e-21	2.14817504917539e-19	chr2R	20606880	20618217	-	protein_coding	Hil
FBgn0038149	1018.14231283321	1.00594332464544	0.105242768979051	9.55831297868719	1.19691785678619e-21	2.15719507897028e-19	chr3R	13398525	13401862	-	protein_coding	GILT1
FBgn0032405	78.4903385256246	1.87424079586856	0.199346046241244	9.40194616952871	5.35630165953157e-21	9.45660523604238e-19	chr2L	12063456	12066775	-	protein_coding	firl
FBgn0053307	1010.98028776145	-1.29014735260316	0.137625839506581	-9.37431050178243	6.96293674578451e-21	1.20472731575564e-18	chr2L	13839261	13841520	-	protein_coding	CG33307
FBgn0260011	88.6331651653228	1.81572338656846	0.194385146329206	9.34085459129372	9.55596625522762e-21	1.62095419752891e-18	chr2L	14047581	14048863	+	protein_coding	NimC4
FBgn0001137	453.066330601041	-1.25241339331957	0.134178700871909	-9.33392099626279	1.02025102666538e-20	1.69734454455427e-18	chr2L	8431085	8433598	-	protein_coding	grk
FBgn0259715	786.375853648377	-1.54827053408544	0.166417354392553	-9.3035401249878	1.35845626593966e-20	2.21735946351773e-18	chr2L	6395852	6397249	-	protein_coding	CG42369
FBgn0003137	4514.48884653499	0.864667460561528	0.0934278368588835	9.25492326090724	2.14384351827908e-20	3.43451671789488e-18	chr3R	28520664	28540324	-	protein_coding	Ppn
FBgn0261584	177.84495299026	-1.70334123393094	0.185446714567317	-9.18507096717871	4.11256048024844e-20	6.46868376629623e-18	chr2R	22941876	22945147	+	protein_coding	CG42694
FBgn0001225	408.564940985345	1.2099259129883	0.131933980707081	9.17069208784481	4.69991769454028e-20	7.26053356704785e-18	chr3L	9376417	9377427	-	protein_coding	Hsp26
FBgn0031322	393.266829304385	-1.30853970933595	0.142853579352595	-9.16000645742434	5.18942119631411e-20	7.87608469637076e-18	chr2L	1185756	1196807	+	protein_coding	CG5001
FBgn0024315	91.0209207850807	-1.78552526203083	0.195038900308485	-9.15471354282009	5.45022155274112e-20	8.12928735392473e-18	chr2R	16655322	16667675	-	protein_coding	Picot
FBgn0039464	829.742718107917	0.993489153232291	0.108957619425232	9.11812462931093	7.6435486799189e-20	1.12075151915218e-17	chr3R	26949691	26958491	-	protein_coding	CG6330
FBgn0040271	1095.87445796674	0.908949022223938	0.100211460367681	9.07031011112854	1.18678756368389e-19	1.71114986890488e-17	chr3R	16310541	16339575	-	protein_coding	Sulf1
FBgn0051523	4689.99565752754	-0.754890110258491	0.0848761033498876	-8.8940241182678	5.89348967326733e-19	8.35812773171076e-17	chr3R	4465420	4479207	-	protein_coding	CG31523
FBgn0033367	15104.0088463228	1.25379694397056	0.141213855531692	8.8787105149833	6.76398867443351e-19	9.43794613266522e-17	chr2R	9042260	9044709	-	protein_coding	PPO2
FBgn0002868	111.797258434109	-1.66083889783971	0.188200243820937	-8.82484987330788	1.09606744752767e-18	1.50509198231141e-16	chr3R	9783406	9784370	-	protein_coding	MtnA
FBgn0000406	263.086148623517	-1.64818798398984	0.188242582548708	-8.75565964764303	2.02913183545397e-18	2.74281554820504e-16	chr2L	16788773	16790721	-	protein_coding	Cyt-b5-r
FBgn0039257	568.174632091314	-1.0180743105803	0.117380278175164	-8.6732995219269	4.19775873118065e-18	5.58689396668366e-16	chr3R	24984383	25022867	+	protein_coding	tnc
FBgn0036985	1903.93933139776	-1.20371907955108	0.139218419943979	-8.64626304504428	5.3213370655164e-18	6.97498287178521e-16	chr3L	20413603	20424309	+	protein_coding	zye
FBgn0261800	37071.3338157107	-0.727402450787699	0.08418756271835	-8.64026023916654	5.60851215000696e-18	7.24167740443436e-16	chr2L	7811437	7820771	+	protein_coding	LanB1
FBgn0265276	151.2594530435	1.53518830950637	0.177874851012642	8.63072154813648	6.0966139560713e-18	7.75614813734894e-16	chr3R	11765037	11779128	-	protein_coding	l(3)neo38
FBgn0001258	1507.25670392075	0.857376837985334	0.0998003604207183	8.59091925491027	8.62762506152869e-18	1.08170412184471e-15	chr3L	6259104	6262694	-	protein_coding	Ldh
FBgn0030237	1966.72530106885	-0.895733984320798	0.104485433138289	-8.57281208888968	1.00988213373801e-17	1.24807004842393e-15	chrX	10842204	10842995	+	protein_coding	CG15209
FBgn0262057	726.434535497277	-0.933872306219481	0.109660825434974	-8.51600653665734	1.65149515420999e-17	2.01226543367191e-15	chr3L	20317189	20320116	+	protein_coding	Spn77Ba
FBgn0031449	951.991001671026	-0.842177750175031	0.099948875151733	-8.42608532508761	3.57421593098405e-17	4.2945197248532e-15	chr2L	2725673	2739830	+	protein_coding	CG31689
FBgn0063498	325.89377303059	-1.22028683982784	0.145021473837135	-8.41452515644871	3.94489613257419e-17	4.67497211546566e-15	chr2R	18399485	18400375	+	protein_coding	GstE2
FBgn0032004	957.687599856007	-1.07963950079964	0.12907720850019	-8.36429229717999	6.04768224306747e-17	7.07006744388874e-15	chr2L	8216850	8218017	-	protein_coding	CG8292
FBgn0267992	391.831546479157	-1.51539741332492	0.181500693231642	-8.34926515344422	6.86889779754072e-17	7.9230446462033e-15	chr2L	500872	502236	-	ncRNA	lncRNA:CR46259
FBgn0033635	2555.50758920745	1.07745907536288	0.129092456137501	8.34641393928737	7.03668740727512e-17	8.00978720530751e-15	chr2R	11436242	11442216	+	protein_coding	Prip
FBgn0031327	754.77772544817	1.10542569830716	0.132806414506727	8.3235866461192	8.53408412531478e-17	9.58809893092184e-15	chr2L	1240035	1243018	+	protein_coding	CG5397
FBgn0051642	105.814150926438	1.55653951094973	0.18855800468733	8.25496384272208	1.51948233625451e-16	1.68526175524843e-14	chr2L	6118511	6120522	+	protein_coding	CG31642
FBgn0030041	83.4773128346127	-1.80878654054686	0.219761580455253	-8.23067679436882	1.86158630136036e-16	2.0385548219074e-14	chrX	8467442	8469012	-	protein_coding	CG12116
FBgn0037239	762.656540125849	-0.862530076640214	0.104979815195161	-8.21615160054096	2.10137781791491e-16	2.27237743784774e-14	chr3R	4378599	4381210	+	protein_coding	Sfxn1-3
FBgn0039479	172.821357539012	1.29482305466829	0.1583634521524	8.17627449433359	2.92754649248441e-16	3.12669193907193e-14	chr3R	27075869	27082818	+	protein_coding	CG14257
FBgn0051038	694.926931057245	-0.915175635079469	0.112316315738372	-8.14819849692419	3.69385677062632e-16	3.89701889301076e-14	chr3R	29877058	29903231	+	protein_coding	CG31038
FBgn0263232	301.536196788606	1.16270197857791	0.143178489629527	8.12064704402454	4.63704772862734e-16	4.83314456630785e-14	chr3L	13965202	13973067	+	protein_coding	Nxf3
FBgn0037153	131.082272175729	1.43566774181135	0.17759310055879	8.08402881245988	6.26615180798321e-16	6.45339039176937e-14	chr3L	22136089	22247702	+	protein_coding	olf413
FBgn0031805	3023.09177383706	-0.869194684944467	0.107632871903437	-8.07555042965186	6.71729384481256e-16	6.836624594291e-14	chr2L	6367881	6370190	+	protein_coding	Nepl4
FBgn0024491	870.622745651466	0.974297565333371	0.121429777326707	8.02354732737442	1.02734379123237e-15	1.03343617883154e-13	chr3R	16186155	16189564	-	protein_coding	Bin1
FBgn0034885	161.413779412121	1.33893941287783	0.16948108467566	7.90022919336512	2.78391052271627e-15	2.76823102666879e-13	chr2R	23607591	23614710	-	protein_coding	Eglp4
FBgn0052521	2940.91502601438	-0.809009255844167	0.102635937411187	-7.88231954859104	3.21358915786679e-15	3.15917725053472e-13	chrX	21205309	21281171	-	protein_coding	CG32521
FBgn0034389	114.90357820749	-1.53727223151746	0.196525064257084	-7.8222705960115	5.18789398382339e-15	5.04274953416361e-13	chr2R	18761757	18774824	+	protein_coding	Mctp
FBgn0000116	643.215027620601	1.06963558501513	0.138180260280215	7.74087111173493	9.87379537719489e-15	9.49091153423477e-13	chr3L	9048780	9066027	-	protein_coding	Argk
FBgn0027580	1308.41741012392	-0.872646332166611	0.114407900151509	-7.62750064471928	2.39348611253172e-14	2.2753899296167e-12	chr2R	9850702	9861543	-	protein_coding	PCB
FBgn0051195	919.475457472842	0.76753265742384	0.101170063394016	7.58655902423045	3.28512738624448e-14	3.08909098026098e-12	chr3R	20757268	20762369	-	protein_coding	CG31195
FBgn0032598	320.345350065653	0.99784183382036	0.131962539646039	7.56155372954213	3.98282832524033e-14	3.70488686469399e-12	chr2L	16738849	16742610	+	protein_coding	ChLD3
FBgn0051337	946.506556433139	-0.937343354722266	0.12467785153623	-7.51812245056119	5.55684468735892e-14	5.11407057344064e-12	chr3R	13543965	13545400	-	protein_coding	CG31337
FBgn0050069	1308.74586897614	-0.836193191730719	0.113323976776822	-7.37878439774049	1.59741265547297e-13	1.45465440868386e-11	chr2R	14185203	14198368	+	protein_coding	CG30069
FBgn0013763	28071.918814862	-0.665289145960057	0.0903084474586401	-7.36685398411649	1.74701650208561e-13	1.57431664161902e-11	chr2R	16691021	16693751	+	protein_coding	Idgf6
FBgn0034638	1759.16815971935	-0.861724384910201	0.117173996899511	-7.35422881963492	1.9203253313997e-13	1.71265303525142e-11	chr2R	21605675	21608125	-	protein_coding	CG10433
FBgn0261560	1799.02232933725	-0.844437390381023	0.115565379473818	-7.30701005981065	2.731521151763e-13	2.4112642330512e-11	chr2L	3478433	3479612	+	protein_coding	Thor
FBgn0023549	188.177773216398	-1.27281783820738	0.175005065322348	-7.27303427396758	3.51501091265665e-13	3.07155145509017e-11	chrX	2189187	2205373	+	protein_coding	Mct1
FBgn0040398	4097.27860492211	-0.784549667243701	0.108563281838583	-7.22665761348486	4.95026038724512e-13	4.28247026100576e-11	chrX	1051524	1052631	+	protein_coding	CG14629
FBgn0036373	3781.40411583282	-0.957591714007786	0.132621354725389	-7.22049413528173	5.17990039988918e-13	4.43676419400409e-11	chr3L	13486796	13502492	+	protein_coding	Tgi
FBgn0036299	643.197204702289	0.825373329585006	0.114353630782665	7.21772735973442	5.28635661208016e-13	4.4835559854025e-11	chr3L	12530435	12533724	-	protein_coding	Tsf2
FBgn0004369	784.03180300416	-0.801610405136096	0.111339991390705	-7.1996628985101	6.0361603762419e-13	5.06978868105521e-11	chr3R	29377645	29487131	+	protein_coding	Ptp99A
FBgn0036684	975.889794975767	-0.797578674974624	0.111045989943756	-7.18241762155116	6.84893305080266e-13	5.69712690600902e-11	chr3L	16994716	17012565	-	protein_coding	CG3764
FBgn0040388	1476.68610889789	-0.930558136631284	0.129889078210708	-7.16425237171764	7.82122042278678e-13	6.4439407502408e-11	chrX	2444166	2470043	-	protein_coding	boi
FBgn0022160	1304.2754155394	-0.877857693636338	0.122732872724616	-7.15258817094622	8.51567979282082e-13	6.94991942336726e-11	chr2R	15857751	15862755	-	protein_coding	Gpo1
FBgn0051431	2335.62727795675	-0.697364944060857	0.0975309045195234	-7.15019457162177	8.66549847541877e-13	7.00609601035960e-11	chr3R	21870680	21873640	+	protein_coding	CG31431
FBgn0261284	51.4229233597556	1.55016451807693	0.217832232142096	7.11632297402953	1.10844383592207e-12	8.87884039311282e-11	chrX	6986485	6987188	+	protein_coding	bou
FBgn0035968	288.554844580581	0.988539299113968	0.139174806513781	7.10286095505429	1.22200336900803e-12	9.69867077549399e-11	chr3L	9203064	9208853	-	protein_coding	Slc45-1
FBgn0052625	150.210306514425	1.2895213437352	0.18167811637528	7.0978352784742	1.26726094877008e-12	9.96643133437268e-11	chrX	13756163	13756826	-	protein_coding	CG32625
FBgn0038528	155.784873264201	1.19951651966806	0.169264901308097	7.08662286391374	1.37424213626596e-12	1.07104222710242e-10	chr3R	17619099	17619688	+	protein_coding	CG14326
FBgn0037683	1454.77595585556	-0.818578600344839	0.115563209274082	-7.0833841106248	1.40676042061822e-12	1.08659682131859e-10	chr3R	9363304	9364838	+	protein_coding	CG18473
FBgn0030805	335.781015861799	0.902312539800197	0.127982669774768	7.05027127022859	1.78569320507344e-12	1.36708247053897e-10	chrX	16938243	16940873	-	protein_coding	wus
FBgn0031359	657.531575565407	-0.811298406923225	0.115108697154507	-7.04810693699573	1.8136823875671e-12	1.37633038024939e-10	chr2L	1716243	1724388	-	protein_coding	Rim2
FBgn0050463	43.1612480103141	1.58309828245341	0.224799745942839	7.0422601049378	1.89146310876664e-12	1.42287368295132e-10	chr2R	16673234	16732916	-	protein_coding	Pgant9
FBgn0028514	567.337262289506	-0.917612917943892	0.130393072984101	-7.03728270945636	1.9602488114692e-12	1.46190624724311e-10	chr2L	15923394	15926287	+	protein_coding	CG4793
FBgn0004396	2390.58517297746	0.998842449726739	0.142031433725865	7.03254500447138	2.0279986084673e-12	1.49950563776501e-10	chr3L	15535394	15553214	+	protein_coding	CrebA
FBgn0053516	706.839090739559	-0.803315230019578	0.114542386614196	-7.01325730819035	2.32832675955635e-12	1.70697922007814e-10	chr2L	2058789	2109878	-	protein_coding	dpr3
FBgn0000567	253.932072621603	-1.08652036164157	0.155096531987818	-7.00544588403121	2.46200484051383e-12	1.78981545170463e-10	chr3L	17558671	17619325	-	protein_coding	Eip74EF
FBgn0034438	73.6477679784184	1.40492230971842	0.200910388988527	6.99278079541545	2.69490409485985e-12	1.94280127705271e-10	chr2R	19367247	19373702	-	protein_coding	CG9416
FBgn0038198	62.108502781896	1.52384613925425	0.218684451580416	6.96824181253639	3.20926279690924e-12	2.29449028562495e-10	chr3R	14089516	14092425	+	protein_coding	Npc2b
FBgn0005593	33109.9137230787	-0.652795778086654	0.0940420113450819	-6.94153356302915	3.87866051473874e-12	2.75035181254138e-10	chr2L	10201003	10202321	+	protein_coding	RpL7
FBgn0032956	2852.49745246596	0.610216232693843	0.0879960457496924	6.93458697484684	4.07409691691299e-12	2.86544816489547e-10	chr2L	21658734	21663698	+	protein_coding	Cul2
FBgn0003502	1187.71003997491	0.681971320580075	0.0988604788064232	6.89832103600702	5.26207252832152e-12	3.67114430987979e-10	chr2L	8258372	8301079	-	protein_coding	Btk29A
FBgn0031374	2043.03737760421	-0.758969904640711	0.110256226602888	-6.88369199659182	5.83209021628002e-12	4.03627299688308e-10	chr2L	1884621	1944289	+	protein_coding	Wdr62
FBgn0043364	1143.9544715076	-1.00806960828968	0.146669315485199	-6.87307774604977	6.28312994419727e-12	4.31391723390878e-10	chr2L	476445	479688	-	protein_coding	cbt
FBgn0039714	2283.44380986059	-0.644122542954863	0.0937344100512633	-6.87178318615963	6.34042724521576e-12	4.31897922034343e-10	chr3R	29863700	29868895	-	protein_coding	Zip99C
FBgn0033426	365.363842027755	-0.92401535796236	0.13463736249065	-6.86299360644805	6.74322458451863e-12	4.5574715531774e-10	chr2R	9577426	9581847	+	protein_coding	CG1814
FBgn0028990	1327.84635438278	-0.719326363521175	0.105316121633375	-6.83016381884326	8.48177199082592e-12	5.68804724749109e-10	chr2L	6671064	6673347	-	protein_coding	Spn27A
FBgn0027515	443.036119142957	0.823262549319559	0.121657089066935	6.76707420532317	1.31412686590477e-11	8.67825306636805e-10	chr2L	7821150	7825350	+	protein_coding	CG7115
FBgn0004893	469.445955374178	-0.807778620373939	0.119356474999646	-6.76778214484243	1.30771463696111e-11	8.67825306636805e-10	chr2L	3771699	3784121	+	protein_coding	bowl
FBgn0037646	40.5200264626335	-1.55336139504011	0.22979831996431	-6.75967254800364	1.38303960296443e-11	9.06414818579189e-10	chr3R	8980859	8982793	+	protein_coding	CAHbeta
FBgn0034718	488.368539791061	1.14240952175537	0.169038044438577	6.75829826090117	1.39621882450439e-11	9.08172109081766e-10	chr2R	22298213	22311937	-	protein_coding	wdp
FBgn0086365	3431.42386097618	-0.555093571454263	0.0822128602256709	-6.75190681762627	1.45914584096033e-11	9.42020199264761e-10	chr3R	24273028	24275728	+	protein_coding	Orct2
FBgn0028327	4062.11618448947	0.598320027684209	0.0887307702016247	6.74309516670073	1.55047578616889e-11	9.9356785378867e-10	chrX	9551139	9553750	-	protein_coding	l(1)G0320
FBgn0261238	905.950750098098	0.695633860987939	0.103202155940465	6.74049737283814	1.57845358420937e-11	9.9673006985367e-10	chr3R	7094595	7124185	-	protein_coding	Alh
FBgn0031703	88.7187395957919	-1.38801391832961	0.205893685341156	-6.74141082097653	1.56856000017416e-11	9.9673006985367e-10	chr2L	5339131	5342234	-	protein_coding	CG12512
FBgn0038476	1330.67950794971	0.653465182713497	0.0971899728375061	6.72358643217278	1.77305227103535e-11	1.11149820266136e-09	chr3R	17080243	17084781	+	protein_coding	kuk
FBgn0015371	368.773642351112	-0.922073291122328	0.137603930983006	-6.7009226010862	2.07107724353845e-11	1.27977780241793e-09	chr2R	15115235	15144783	+	protein_coding	chn
FBgn0086450	5554.41812549471	-0.550930053383364	0.0822120638706678	-6.70132858177677	2.06533038597302e-11	1.27977780241793e-09	chrX	9196807	9201820	-	protein_coding	su(r)
FBgn0003076	1514.58528761402	0.653325641382931	0.0975494027614411	6.69738227901457	2.1218603414909e-11	1.29269111367872e-09	chr3L	16126017	16128531	-	protein_coding	Pgm1
FBgn0259749	1379.07500882567	-0.665590193794041	0.0993781997172735	-6.69754730602501	2.11946630397537e-11	1.29269111367872e-09	chr2L	6468537	6473904	-	protein_coding	mmy
FBgn0033065	29.7436358354011	1.55531041333416	0.233145784164999	6.67097807024234	2.54104194287504e-11	1.53724152781902e-09	chr2R	6173683	6176195	+	protein_coding	Cyp6w1
FBgn0039113	470.40127509901	0.81568251173944	0.122386475664104	6.66480922269648	2.65009371878923e-11	1.59208060841984e-09	chr3R	23760736	23763263	-	protein_coding	udt
FBgn0029801	1239.94294175484	-0.758165456978748	0.114218374883702	-6.63785890624621	3.18272291699801e-11	1.89887834172068e-09	chrX	5755573	5759751	+	protein_coding	CG15771
FBgn0043841	14976.7171075126	-0.652507318621994	0.0984690703510258	-6.62652055407768	3.43691636520725e-11	2.03649064900055e-09	chr2L	12403269	12423439	-	protein_coding	vir-1
FBgn0024984	117.679403305754	1.16848678235578	0.176703520218834	6.61269668486909	3.77381200357632e-11	2.22090120019991e-09	chrX	2187819	2188919	+	protein_coding	CG3457
FBgn0037680	433.787671171497	0.793863568201702	0.120105482773258	6.60971963869794	3.85048544276553e-11	2.23560735338017e-09	chr3R	9335169	9337459	+	protein_coding	pasi2
FBgn0028542	1161.57183491519	-0.933754126467851	0.141259952337309	-6.61018293591219	3.83845391470897e-11	2.23560735338017e-09	chr2L	13968279	13969976	-	protein_coding	NimB4
FBgn0040752	5094.89338433851	-0.800539766442547	0.121157987101805	-6.60740398212362	3.91117689500384e-11	2.25570608791188e-09	chr2R	14060455	14140902	-	protein_coding	Prosap
FBgn0266064	3270.44102679478	0.555417347319064	0.0840903507206921	6.60500690696243	3.97498811283503e-11	2.27620138898679e-09	chr3R	15141842	15147531	-	protein_coding	GlyS
FBgn0001124	1253.86350990139	0.604547583196376	0.0915412221246474	6.60410216474052	3.99933662150031e-11	2.27620138898679e-09	chr2R	16138351	16141928	+	protein_coding	Got1
FBgn0038805	745.126082058377	0.698204868054941	0.106163293364788	6.57670693820545	4.80981438246081e-11	2.71958851128552e-09	chr3R	20575244	20577010	-	protein_coding	TFAM
FBgn0004507	1809.71057208628	0.821301929579911	0.125456846608612	6.54648950441206	5.89052869398011e-11	3.30902361893649e-09	chr2L	2130812	2137296	+	protein_coding	GlyP
FBgn0036824	3111.34213085921	-0.608757874411037	0.0930862881644903	-6.5397158530515	6.16358241536737e-11	3.44007428873182e-09	chr3L	18893119	18898293	-	protein_coding	CG3902
FBgn0035150	2608.90160916783	0.543823390711261	0.0833930348563093	6.52120877538872	6.97430275700015e-11	3.86760853530822e-09	chr3L	654362	657971	+	protein_coding	Rev1
